disaster_type,country,subregion,region,start year,start month,start day,end year,end month,end day
Animal incident,Niger,Sub-Saharan Africa,Africa,2014,11,17,2014,11,17
Drought,Djibouti,Sub-Saharan Africa,Africa,2001,6,,2001,,
Drought,Sudan,Northern Africa,Africa,2000,1,,2001,,
Drought,Somalia,Sub-Saharan Africa,Africa,2000,1,,2001,,
Drought,Jamaica,Latin America and the Caribbean,Americas,2000,3,,2000,,
Drought,Cyprus,Western Asia,Asia,2000,3,,2000,,
Drought,Afghanistan,Southern Asia,Asia,2000,5,,2002,,
Drought,Tajikistan,Central Asia,Asia,2000,5,,2001,,
Drought,India,Southern Asia,Asia,2000,4,,2001,,
Drought,China,Eastern Asia,Asia,2000,4,,2000,,
Drought,Madagascar,Sub-Saharan Africa,Africa,2000,6,,2000,,
Drought,Moldova,Eastern Europe,Europe,2000,5,,2000,6,
Drought,Jordan,Western Asia,Asia,2000,8,,2000,,
Drought,Romania,Eastern Europe,Europe,2000,6,,2000,,
Drought,United States,Northern America,Americas,2000,6,,2002,,
Drought,Uzbekistan,Central Asia,Asia,2000,8,,2001,8,
Drought,Armenia,Western Asia,Asia,2000,6,,2000,,
Drought,Azerbaijan,Western Asia,Asia,2000,10,,2000,,
Drought,Georgia,Western Asia,Asia,2000,8,,2001,,
Drought,Cuba,Latin America and the Caribbean,Americas,2000,8,,2001,,
Drought,China,Eastern Asia,Asia,2000,8,,2000,,
Drought,Bosnia and Herzegovina,Southern Europe,Europe,2000,8,,2000,,
Drought,Mongolia,Eastern Asia,Asia,2000,2,,2002,,
Drought,China,Eastern Asia,Asia,2000,9,,2000,,
Drought,United States,Northern America,Americas,2000,11,,2000,,
Drought,Bulgaria,Eastern Europe,Europe,2000,3,,2001,,
Drought,Honduras,Latin America and the Caribbean,Americas,2000,7,,2000,,
Drought,Nicaragua,Latin America and the Caribbean,Americas,2000,7,,2000,,
Drought,Bolivia,Latin America and the Caribbean,Americas,2000,4,,2000,,
Drought,Burkina Faso,Sub-Saharan Africa,Africa,2001,4,,2001,,
Drought,Mali,Sub-Saharan Africa,Africa,2001,4,,2001,,
Drought,Niger,Sub-Saharan Africa,Africa,2001,4,,2002,,
Drought,Chad,Sub-Saharan Africa,Africa,2001,1,,2001,,
Drought,Mozambique,Sub-Saharan Africa,Africa,2001,1,,2001,,
Drought,Cameroon,Sub-Saharan Africa,Africa,2001,1,,2001,,
Drought,Mozambique,Sub-Saharan Africa,Africa,2002,3,,2002,,
Drought,Eswatini,Sub-Saharan Africa,Africa,2001,,,2004,,
Drought,Zimbabwe,Sub-Saharan Africa,Africa,2001,3,,2003,,
Drought,China,Eastern Asia,Asia,2001,2,,2001,,
Drought,Angola,Sub-Saharan Africa,Africa,2001,1,,2001,,
Drought,China,Eastern Asia,Asia,2001,3,,2001,,
Drought,Guatemala,Latin America and the Caribbean,Americas,2001,9,,2001,,
Drought,Honduras,Latin America and the Caribbean,Americas,2001,7,,2004,,
Drought,Nicaragua,Latin America and the Caribbean,Americas,2001,8,,2001,,
Drought,El Salvador,Latin America and the Caribbean,Americas,2001,5,,2001,,
Drought,Brazil,Latin America and the Caribbean,Americas,2001,6,,2001,,
Drought,North Korea,Eastern Asia,Asia,2001,6,,2001,,
Drought,Mauritania,Sub-Saharan Africa,Africa,2001,4,,2003,,
Drought,Sri Lanka,Southern Asia,Asia,2001,9,,2002,,
Drought,Cambodia,South-eastern Asia,Asia,2001,9,,2001,,
Drought,Namibia,Sub-Saharan Africa,Africa,2001,1,,2001,,
Drought,Namibia,Sub-Saharan Africa,Africa,2002,7,,2003,,
Drought,Malawi,Sub-Saharan Africa,Africa,2002,2,,2002,,
Drought,Vietnam,South-eastern Asia,Asia,2002,5,,2002,,
Drought,Thailand,South-eastern Asia,Asia,2002,2,,2002,,
Drought,Philippines,South-eastern Asia,Asia,2002,3,,2002,3,
Drought,China,Eastern Asia,Asia,2002,4,,2002,,
Drought,Mexico,Latin America and the Caribbean,Americas,2002,4,,2002,,
Drought,Italy,Southern Europe,Europe,2002,5,,2002,,
Drought,Guinea-Bissau,Sub-Saharan Africa,Africa,2002,5,,2002,5,
Drought,Lesotho,Sub-Saharan Africa,Africa,2002,4,,2003,,
Drought,India,Southern Asia,Asia,2002,7,,2002,,
Drought,Cabo Verde,Sub-Saharan Africa,Africa,2002,6,,2002,,
Drought,Cambodia,South-eastern Asia,Asia,2002,1,,2002,7,
Drought,Senegal,Sub-Saharan Africa,Africa,2002,8,,2002,,
Drought,Gambia,Sub-Saharan Africa,Africa,2002,5,,2002,,
Drought,China,Eastern Asia,Asia,2002,9,,2002,,
Drought,Brazil,Latin America and the Caribbean,Americas,2002,9,,2002,,
Drought,Australia,Australia and New Zealand,Oceania,2002,4,,2002,11,
Drought,Madagascar,Sub-Saharan Africa,Africa,2002,11,,2004,,
Drought,Honduras,Latin America and the Caribbean,Americas,2002,1,,2002,,
Drought,Peru,Latin America and the Caribbean,Americas,2002,3,,2002,,
Drought,Uganda,Sub-Saharan Africa,Africa,2002,6,,2002,,
Drought,United States,Northern America,Americas,2002,7,,2002,8,
Drought,China,Eastern Asia,Asia,2002,6,1,2002,10,30
Drought,Mozambique,Sub-Saharan Africa,Africa,2003,1,,2003,1,
Drought,China,Eastern Asia,Asia,2003,1,,2003,1,
Drought,China,Eastern Asia,Asia,2003,7,,2003,,
Drought,Burundi,Sub-Saharan Africa,Africa,2003,9,,2004,,
Drought,Rwanda,Sub-Saharan Africa,Africa,2003,3,,2007,,
Drought,Tanzania,Sub-Saharan Africa,Africa,2003,8,,2004,,
Drought,Haiti,Latin America and the Caribbean,Americas,2003,2,,2004,,
Drought,Indonesia,South-eastern Asia,Asia,2003,8,,2003,9,
Drought,Ethiopia,Sub-Saharan Africa,Africa,2003,,,2004,,
Drought,Russia,Eastern Europe,Europe,2003,,,2003,,
Drought,Bosnia and Herzegovina,Southern Europe,Europe,2003,5,,2003,,
Drought,Croatia,Southern Europe,Europe,2003,2,,2003,5,21
Drought,Hungary,Eastern Europe,Europe,2003,7,,2003,8,
Drought,Argentina,Latin America and the Caribbean,Americas,2003,6,,2003,9,
Drought,South Africa,Sub-Saharan Africa,Africa,2004,1,,2004,,
Drought,Peru,Latin America and the Caribbean,Americas,2004,1,,2004,,
Drought,Somalia,Sub-Saharan Africa,Africa,2004,1,,2004,1,
Drought,Kenya,Sub-Saharan Africa,Africa,2004,7,,2004,,
Drought,Cuba,Latin America and the Caribbean,Americas,2004,8,,2004,,
Drought,Honduras,Latin America and the Caribbean,Americas,2004,7,,2004,,
Drought,Angola,Sub-Saharan Africa,Africa,2004,9,,2005,,
Drought,Bolivia,Latin America and the Caribbean,Americas,2004,10,,2005,,
Drought,Tanzania,Sub-Saharan Africa,Africa,2004,10,,2004,,
Drought,Portugal,Southern Europe,Europe,2004,9,,2005,,
Drought,Brazil,Latin America and the Caribbean,Americas,2004,12,,2005,3,
Drought,Burundi,Sub-Saharan Africa,Africa,2005,1,,2006,1,
Drought,Mali,Sub-Saharan Africa,Africa,2005,,,2006,,
Drought,Thailand,South-eastern Asia,Asia,2005,1,,2005,3,
Drought,Uganda,Sub-Saharan Africa,Africa,2005,3,,2006,3,
Drought,Cambodia,South-eastern Asia,Asia,2005,4,,2005,4,
Drought,Djibouti,Sub-Saharan Africa,Africa,2005,4,,2006,4,
Drought,Cameroon,Sub-Saharan Africa,Africa,2005,3,,2005,5,
Drought,Mozambique,Sub-Saharan Africa,Africa,2005,5,,2006,,
Drought,Vietnam,South-eastern Asia,Asia,2005,5,,2005,,
Drought,Niger,Sub-Saharan Africa,Africa,2005,7,,2006,7,
Drought,Zambia,Sub-Saharan Africa,Africa,2005,6,,2005,11,
Drought,Brazil,Latin America and the Caribbean,Americas,2005,10,,2005,10,
Drought,Malawi,Sub-Saharan Africa,Africa,2005,10,,2006,3,
Drought,Madagascar,Sub-Saharan Africa,Africa,2005,11,,2006,12,
Drought,Kenya,Sub-Saharan Africa,Africa,2005,12,,2006,,
Drought,Somalia,Sub-Saharan Africa,Africa,2005,,,2005,,
Drought,Paraguay,Latin America and the Caribbean,Americas,2005,10,14,2005,,
Drought,China,Eastern Asia,Asia,2005,10,,2005,,
Drought,China,Eastern Asia,Asia,2005,7,7,2005,,
Drought,Ethiopia,Sub-Saharan Africa,Africa,2005,11,,2006,,
Drought,Peru,Latin America and the Caribbean,Americas,2006,1,,2006,1,
Drought,Guinea-Bissau,Sub-Saharan Africa,Africa,2006,5,,2006,5,
Drought,Lithuania,Northern Europe,Europe,2006,8,,2006,,
Drought,Mali,Sub-Saharan Africa,Africa,2006,8,,2006,9,
Drought,Australia,Australia and New Zealand,Oceania,2006,10,,2006,,
Drought,Afghanistan,Southern Asia,Asia,2006,7,,2006,,
Drought,Nepal,Southern Asia,Asia,2006,7,,2006,,
Drought,China,Eastern Asia,Asia,2006,5,1,2006,9,10
Drought,Tanzania,Sub-Saharan Africa,Africa,2006,,,2006,,
Drought,Eswatini,Sub-Saharan Africa,Africa,2007,7,,2007,,
Drought,Mozambique,Sub-Saharan Africa,Africa,2007,8,,2007,8,
Drought,Philippines,South-eastern Asia,Asia,2007,8,,2007,8,
Drought,Lesotho,Sub-Saharan Africa,Africa,2007,7,,2008,,
Drought,Malawi,Sub-Saharan Africa,Africa,2007,10,,2007,,
Drought,Brazil,Latin America and the Caribbean,Americas,2007,10,,2007,,
Drought,United States,Northern America,Americas,2007,10,,2009,6,
Drought,Timor-Leste,South-eastern Asia,Asia,2007,2,,2007,3,
Drought,Zimbabwe,Sub-Saharan Africa,Africa,2007,1,,2009,6,
Drought,Djibouti,Sub-Saharan Africa,Africa,2007,1,,2007,1,
Drought,Moldova,Eastern Europe,Europe,2007,,,2007,,
Drought,Thailand,South-eastern Asia,Asia,2008,4,,2008,,
Drought,Eritrea,Sub-Saharan Africa,Africa,2008,10,,2008,10,
Drought,Ethiopia,Sub-Saharan Africa,Africa,2008,5,,2009,10,
Drought,Kenya,Sub-Saharan Africa,Africa,2008,7,,2009,,
Drought,Djibouti,Sub-Saharan Africa,Africa,2008,7,,2009,,
Drought,Uganda,Sub-Saharan Africa,Africa,2008,7,,2009,10,
Drought,Tajikistan,Central Asia,Asia,2008,10,,2008,10,
Drought,Somalia,Sub-Saharan Africa,Africa,2008,1,,2009,4,
Drought,Afghanistan,Southern Asia,Asia,2008,10,,2008,10,
Drought,Paraguay,Latin America and the Caribbean,Americas,2008,9,,2008,,
Drought,Mozambique,Sub-Saharan Africa,Africa,2008,12,,2009,,
Drought,Burundi,Sub-Saharan Africa,Africa,2008,9,,2009,1,
Drought,Madagascar,Sub-Saharan Africa,Africa,2008,,,2011,,
Drought,Bolivia,Latin America and the Caribbean,Americas,2008,12,,2009,,
Drought,China,Eastern Asia,Asia,2008,11,,2009,2,
Drought,Syria,Western Asia,Asia,2008,,,2010,,
Drought,Argentina,Latin America and the Caribbean,Americas,2009,1,,2009,,
Drought,Paraguay,Latin America and the Caribbean,Americas,2009,1,,2009,11,
Drought,China,Eastern Asia,Asia,2009,6,,2009,7,
Drought,Bangladesh,Southern Asia,Asia,2009,7,,2009,8,
Drought,India,Southern Asia,Asia,2009,7,,2009,8,
Drought,Ecuador,Latin America and the Caribbean,Americas,2009,11,,2010,,
Drought,Guatemala,Latin America and the Caribbean,Americas,2009,3,,2009,12,
Drought,El Salvador,Latin America and the Caribbean,Americas,2009,1,,2009,12,
Drought,Venezuela,Latin America and the Caribbean,Americas,2009,11,,2010,,
Drought,Honduras,Latin America and the Caribbean,Americas,2009,11,,2011,2,
Drought,Ethiopia,Sub-Saharan Africa,Africa,2009,1,,2010,8,
Drought,South Sudan,Sub-Saharan Africa,Africa,2009,,,2010,,
Drought,Burundi,Sub-Saharan Africa,Africa,2009,12,,2010,2,
Drought,Niger,Sub-Saharan Africa,Africa,2009,9,,2010,3,
Drought,Chad,Sub-Saharan Africa,Africa,2009,12,,2010,7,
Drought,China,Eastern Asia,Asia,2009,10,,2010,5,
Drought,Nepal,Southern Asia,Asia,2009,,,2009,,
Drought,Kyrgyzstan,Central Asia,Asia,2009,,,2009,,
Drought,Barbados,Latin America and the Caribbean,Americas,2010,1,,2010,6,
Drought,Grenada,Latin America and the Caribbean,Americas,2010,1,,2010,6,
Drought,Guyana,Latin America and the Caribbean,Americas,2010,1,,2010,6,
Drought,Saint Lucia,Latin America and the Caribbean,Americas,2010,1,,2010,6,
Drought,Trinidad and Tobago,Latin America and the Caribbean,Americas,2010,1,,2010,6,
Drought,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas,2010,1,,2010,6,
Drought,Burundi,Sub-Saharan Africa,Africa,2011,,,2011,,
Drought,Djibouti,Sub-Saharan Africa,Africa,2010,11,,2011,7,
Drought,Ethiopia,Sub-Saharan Africa,Africa,2011,1,,2012,1,
Drought,Kenya,Sub-Saharan Africa,Africa,2011,1,,2011,1,
Drought,Somalia,Sub-Saharan Africa,Africa,2010,2,,2011,11,
Drought,Uganda,Sub-Saharan Africa,Africa,2011,3,,2011,,
Drought,Thailand,South-eastern Asia,Asia,2010,3,,2011,3,
Drought,Zimbabwe,Sub-Saharan Africa,Africa,2010,5,,2013,,
Drought,Mali,Sub-Saharan Africa,Africa,2010,6,,2010,,
Drought,Bolivia,Latin America and the Caribbean,Americas,2010,6,,2010,9,
Drought,Mozambique,Sub-Saharan Africa,Africa,2010,3,,2010,,
Drought,Mauritania,Sub-Saharan Africa,Africa,2010,,,2011,,
Drought,Russia,Eastern Europe,Europe,2010,4,1,2010,8,20
Drought,Brazil,Latin America and the Caribbean,Americas,2010,10,,2010,,
Drought,China,Eastern Asia,Asia,2010,12,,2011,5,
Drought,Thailand,South-eastern Asia,Asia,2011,6,,2011,,
Drought,Afghanistan,Southern Asia,Asia,2011,1,,2011,8,
Drought,Mexico,Latin America and the Caribbean,Americas,2011,9,,2011,12,
Drought,United States,Northern America,Americas,2011,1,,2011,11,
Drought,Tuvalu,Polynesia,Oceania,2011,9,,2011,,
Drought,Tanzania,Sub-Saharan Africa,Africa,2011,8,,2012,,
Drought,Burkina Faso,Sub-Saharan Africa,Africa,2011,12,,2012,,
Drought,Niger,Sub-Saharan Africa,Africa,2011,,,2012,,
Drought,Senegal,Sub-Saharan Africa,Africa,2011,12,,2013,,
Drought,Lesotho,Sub-Saharan Africa,Africa,2011,12,,2012,10,
Drought,Mali,Sub-Saharan Africa,Africa,2011,,,2012,,
Drought,Mauritania,Sub-Saharan Africa,Africa,2011,,,2012,,
Drought,Ethiopia,Sub-Saharan Africa,Africa,2012,,,2012,,
Drought,Kenya,Sub-Saharan Africa,Africa,2011,,,2012,,
Drought,Sudan,Northern Africa,Africa,2012,,,2012,,
Drought,Somalia,Sub-Saharan Africa,Africa,2012,,,2012,,
Drought,Paraguay,Latin America and the Caribbean,Americas,2012,1,,2012,1,
Drought,Angola,Sub-Saharan Africa,Africa,2012,3,,2013,5,
Drought,Thailand,South-eastern Asia,Asia,2012,4,,2012,8,
Drought,Chad,Sub-Saharan Africa,Africa,2012,6,,2013,2,
Drought,South Korea,Eastern Asia,Asia,2012,4,,2012,,
Drought,United States,Northern America,Americas,2012,6,,2012,,
Drought,Gambia,Sub-Saharan Africa,Africa,2012,3,,2012,,
Drought,Italy,Southern Europe,Europe,2012,6,1,2012,10,10
Drought,Malawi,Sub-Saharan Africa,Africa,2012,8,,2013,,
Drought,Guatemala,Latin America and the Caribbean,Americas,2012,6,,2012,,
Drought,Honduras,Latin America and the Caribbean,Americas,2012,9,,2012,9,
Drought,Russia,Eastern Europe,Europe,2012,6,1,2012,8,31
Drought,Sri Lanka,Southern Asia,Asia,2012,1,,2012,11,
Drought,Moldova,Eastern Europe,Europe,2012,11,,2012,,
Drought,United States,Northern America,Americas,2012,6,,2012,12,
Drought,Ukraine,Eastern Europe,Europe,2012,4,15,2012,7,31
Drought,Brazil,Latin America and the Caribbean,Americas,2012,5,,2013,5,
Drought,Cameroon,Sub-Saharan Africa,Africa,2012,6,,2012,12,
Drought,China,Eastern Asia,Asia,2013,1,,2013,7,
Drought,Namibia,Sub-Saharan Africa,Africa,2013,1,,2014,1,
Drought,Marshall Islands,Micronesia,Oceania,2013,5,,2013,5,
Drought,Panama,Latin America and the Caribbean,Americas,2013,1,,2013,5,
Drought,New Zealand,Australia and New Zealand,Oceania,2013,1,,2013,5,
Drought,Ecuador,Latin America and the Caribbean,Americas,2013,2,,2013,6,
Drought,Bolivia,Latin America and the Caribbean,Americas,2013,1,,2013,9,
Drought,Zimbabwe,Sub-Saharan Africa,Africa,2013,1,,2017,1,
Drought,Paraguay,Latin America and the Caribbean,Americas,2013,9,,2014,8,
Drought,United States,Northern America,Americas,2014,1,,2014,12,
Drought,Brazil,Latin America and the Caribbean,Americas,2014,1,,2016,12,
Drought,Haiti,Latin America and the Caribbean,Americas,2014,1,,2015,7,
Drought,Burkina Faso,Sub-Saharan Africa,Africa,2014,5,,2014,,
Drought,Somalia,Sub-Saharan Africa,Africa,2014,7,,2017,,
Drought,China,Eastern Asia,Asia,2014,6,,2014,7,
Drought,Guatemala,Latin America and the Caribbean,Americas,2014,8,,2016,,
Drought,Honduras,Latin America and the Caribbean,Americas,2014,4,,2015,7,
Drought,Sri Lanka,Southern Asia,Asia,2014,1,,2014,8,
Drought,Kenya,Sub-Saharan Africa,Africa,2014,1,,2015,5,
Drought,China,Eastern Asia,Asia,2014,8,,2014,10,
Drought,Thailand,South-eastern Asia,Asia,2014,3,,2014,3,
Drought,Malaysia,South-eastern Asia,Asia,2014,3,,2014,3,
Drought,Bolivia,Latin America and the Caribbean,Americas,2014,10,,2014,10,
Drought,Jamaica,Latin America and the Caribbean,Americas,2014,1,,2014,11,
Drought,Madagascar,Sub-Saharan Africa,Africa,2014,11,,2015,2,
Drought,Senegal,Sub-Saharan Africa,Africa,2014,9,,2015,4,
Drought,Costa Rica,Latin America and the Caribbean,Americas,2015,8,,2015,8,
Drought,Nicaragua,Latin America and the Caribbean,Americas,2014,8,,2015,2,
Drought,El Salvador,Latin America and the Caribbean,Americas,2015,4,,2016,12,
Drought,Niger,Sub-Saharan Africa,Africa,2015,4,,2017,3,
Drought,United States,Northern America,Americas,2015,1,,2015,12,
Drought,South Korea,Eastern Asia,Asia,2015,6,,2015,7,
Drought,Botswana,Sub-Saharan Africa,Africa,2015,7,,2015,12,
Drought,China,Eastern Asia,Asia,2015,5,,2015,10,
Drought,Panama,Latin America and the Caribbean,Americas,2015,8,,2015,8,
Drought,Philippines,South-eastern Asia,Asia,2015,8,,2016,4,
Drought,Colombia,Latin America and the Caribbean,Americas,2015,10,,2016,2,
Drought,Cuba,Latin America and the Caribbean,Americas,2015,5,,2015,6,
Drought,Sudan,Northern Africa,Africa,2015,8,,2015,8,
Drought,Papua New Guinea,Melanesia,Oceania,2015,5,,2015,10,
Drought,Indonesia,South-eastern Asia,Asia,2015,7,,2015,7,
Drought,Malawi,Sub-Saharan Africa,Africa,2015,10,,2017,12,
Drought,Fiji,Melanesia,Oceania,2015,9,,2015,10,
Drought,Solomon Islands,Melanesia,Oceania,2015,,,2015,12,
Drought,Tonga,Polynesia,Oceania,2015,8,,2015,12,
Drought,Samoa,Polynesia,Oceania,2015,6,,2015,12,
Drought,Marshall Islands,Micronesia,Oceania,2015,,,2016,5,
Drought,South Africa,Sub-Saharan Africa,Africa,2015,1,,2017,5,
Drought,Namibia,Sub-Saharan Africa,Africa,2015,1,,2016,3,
Drought,Ethiopia,Sub-Saharan Africa,Africa,2015,9,,2017,4,
Drought,Thailand,South-eastern Asia,Asia,2015,1,,2017,5,
Drought,Gambia,Sub-Saharan Africa,Africa,2015,1,,2015,12,
Drought,Somalia,Sub-Saharan Africa,Africa,2015,8,,2017,5,
Drought,Vietnam,South-eastern Asia,Asia,2015,12,,2017,2,
Drought,India,Southern Asia,Asia,2015,1,,2016,12,
Drought,Palau,Micronesia,Oceania,2015,10,,2016,3,
Drought,Madagascar,Sub-Saharan Africa,Africa,2016,1,,2017,1,
Drought,Lesotho,Sub-Saharan Africa,Africa,2016,2,,2017,1,
Drought,Haiti,Latin America and the Caribbean,Americas,2016,1,,2017,2,
Drought,South Sudan,Sub-Saharan Africa,Africa,2016,2,,2016,11,
Drought,Timor-Leste,South-eastern Asia,Asia,2016,4,,2016,4,
Drought,Mozambique,Sub-Saharan Africa,Africa,2016,1,,2017,1,
Drought,Cambodia,South-eastern Asia,Asia,2016,5,,2016,5,
Drought,Paraguay,Latin America and the Caribbean,Americas,2016,7,,2016,8,
Drought,Eswatini,Sub-Saharan Africa,Africa,2016,2,,2017,2,
Drought,China,Eastern Asia,Asia,2016,6,,2016,8,
Drought,Bolivia,Latin America and the Caribbean,Americas,2016,3,,2016,12,
Drought,Kenya,Sub-Saharan Africa,Africa,2016,6,,2018,1,
Drought,Micronesia,Micronesia,Oceania,2016,,,2016,5,
Drought,Sri Lanka,Southern Asia,Asia,2016,10,,2017,5,
Drought,Zimbabwe,Sub-Saharan Africa,Africa,2017,2,,2020,3,
Drought,China,Eastern Asia,Asia,2017,4,,2017,6,
Drought,Angola,Sub-Saharan Africa,Africa,2017,5,,2017,6,
Drought,Niger,Sub-Saharan Africa,Africa,2017,5,,2017,6,
Drought,South Africa,Sub-Saharan Africa,Africa,2017,5,,2018,6,
Drought,South Korea,Eastern Asia,Asia,2017,1,,2017,7,
Drought,Italy,Southern Europe,Europe,2017,7,,2017,7,
Drought,Chad,Sub-Saharan Africa,Africa,2017,3,,2017,5,
Drought,Mauritania,Sub-Saharan Africa,Africa,2017,4,,2017,8,
Drought,Madagascar,Sub-Saharan Africa,Africa,2017,1,,2018,12,
Drought,United States,Northern America,Americas,2017,3,1,2017,12,31
Drought,Cabo Verde,Sub-Saharan Africa,Africa,2017,11,,2017,12,
Drought,Argentina,Latin America and the Caribbean,Americas,2018,1,,2018,3,
Drought,Uruguay,Latin America and the Caribbean,Americas,2018,1,,2023,1,
Drought,Lithuania,Northern Europe,Europe,2018,5,,2018,6,
Drought,Poland,Eastern Europe,Europe,2018,6,,2018,7,
Drought,Namibia,Sub-Saharan Africa,Africa,2018,10,,2020,12,
Drought,Australia,Australia and New Zealand,Oceania,2018,1,,2018,8,
Drought,Costa Rica,Latin America and the Caribbean,Americas,2019,3,,2019,3,
Drought,Guatemala,Latin America and the Caribbean,Americas,2018,6,,2019,3,
Drought,Honduras,Latin America and the Caribbean,Americas,2018,6,,2019,3,
Drought,Nicaragua,Latin America and the Caribbean,Americas,2018,6,,2019,3,
Drought,Panama,Latin America and the Caribbean,Americas,2018,6,,2019,3,
Drought,El Salvador,Latin America and the Caribbean,Americas,2018,6,,2019,3,
Drought,Afghanistan,Southern Asia,Asia,2018,4,,2019,7,
Drought,India,Southern Asia,Asia,2018,9,,2019,6,
Drought,Mauritania,Sub-Saharan Africa,Africa,2018,3,,2019,12,
Drought,United States,Northern America,Americas,2018,1,,2018,12,
Drought,Senegal,Sub-Saharan Africa,Africa,2018,4,,2021,12,
Drought,Pakistan,Southern Asia,Asia,2019,1,,2019,12,
Drought,South Korea,Eastern Asia,Asia,2019,1,,2019,2,
Drought,Somalia,Sub-Saharan Africa,Africa,2019,2,,2019,10,
Drought,Philippines,South-eastern Asia,Asia,2019,3,,2019,4,
Drought,Kenya,Sub-Saharan Africa,Africa,2019,1,,2019,9,
Drought,Lao,South-eastern Asia,Asia,2019,7,,2019,7,
Drought,Thailand,South-eastern Asia,Asia,2019,7,,2020,2,
Drought,Vietnam,South-eastern Asia,Asia,2019,7,,2020,2,
Drought,Sri Lanka,Southern Asia,Asia,2019,8,,2020,3,
Drought,South Africa,Sub-Saharan Africa,Africa,2019,1,1,2019,12,31
Drought,Botswana,Sub-Saharan Africa,Africa,2019,,,2019,12,
Drought,Lesotho,Sub-Saharan Africa,Africa,2019,,,2019,12,
Drought,Eswatini,Sub-Saharan Africa,Africa,2019,,,2019,12,
Drought,Argentina,Latin America and the Caribbean,Americas,2019,,,2021,12,
Drought,Zambia,Sub-Saharan Africa,Africa,2019,,,2020,12,
Drought,Angola,Sub-Saharan Africa,Africa,2020,12,,2022,2,
Drought,Burkina Faso,Sub-Saharan Africa,Africa,2020,,,2020,6,
Drought,Lesotho,Sub-Saharan Africa,Africa,2020,9,,2022,12,
Drought,Madagascar,Sub-Saharan Africa,Africa,2020,1,,2024,2,
Drought,Mauritania,Sub-Saharan Africa,Africa,2020,6,,2022,11,
Drought,Mali,Sub-Saharan Africa,Africa,2020,,,2020,12,
Drought,Niger,Sub-Saharan Africa,Africa,2020,,,2020,12,23
Drought,Brazil,Latin America and the Caribbean,Americas,2020,1,,2020,12,
Drought,United States,Northern America,Americas,2020,1,,2020,12,
Drought,Mozambique,Sub-Saharan Africa,Africa,2020,10,,2020,12,
Drought,Kenya,Sub-Saharan Africa,Africa,2020,12,,2022,12,
Drought,Somalia,Sub-Saharan Africa,Africa,2021,3,,2022,12,
Drought,China,Eastern Asia,Asia,2021,1,1,2021,12,31
Drought,Afghanistan,Southern Asia,Asia,2021,1,,2023,5,
Drought,South Africa,Sub-Saharan Africa,Africa,2021,3,,2021,3,
Drought,Mozambique,Sub-Saharan Africa,Africa,2021,6,,2022,11,
Drought,Kazakhstan,Central Asia,Asia,2021,6,,2021,7,
Drought,Iran,Southern Asia,Asia,2021,,,2022,8,
Drought,Ethiopia,Sub-Saharan Africa,Africa,2021,5,,2022,2,
Drought,Tuvalu,Polynesia,Oceania,2021,1,,2021,6,
Drought,Iraq,Western Asia,Asia,2021,1,,2023,8,
Drought,Syria,Western Asia,Asia,2021,1,,2022,7,
Drought,Brazil,Latin America and the Caribbean,Americas,2021,1,,2021,12,
Drought,South Sudan,Sub-Saharan Africa,Africa,2021,,,2022,11,
Drought,Zimbabwe,Sub-Saharan Africa,Africa,2021,8,,2022,2,
Drought,Zambia,Sub-Saharan Africa,Africa,2021,7,,2022,9,
Drought,United States,Northern America,Americas,2021,1,1,2021,12,31
Drought,Tanzania,Sub-Saharan Africa,Africa,2021,11,,2022,12,
Drought,Marshall Islands,Micronesia,Oceania,2022,1,,2022,3,
Drought,Ethiopia,Sub-Saharan Africa,Africa,2022,,,2023,2,
Drought,United States,Northern America,Americas,2022,1,,2022,12,
Drought,Brazil,Latin America and the Caribbean,Americas,2022,1,,2022,12,
Drought,Cabo Verde,Sub-Saharan Africa,Africa,2022,,,2022,4,
Drought,Niger,Sub-Saharan Africa,Africa,2022,,,2022,5,
Drought,Chad,Sub-Saharan Africa,Africa,2022,6,,2022,8,
Drought,Djibouti,Sub-Saharan Africa,Africa,2022,6,,2022,7,
Drought,France,Western Europe,Europe,2022,7,,2022,8,
Drought,United Kingdom,Northern Europe,Europe,2022,4,,2022,8,
Drought,Italy,Southern Europe,Europe,2022,6,,2022,12,
Drought,Portugal,Southern Europe,Europe,2022,7,,2023,6,
Drought,Uganda,Sub-Saharan Africa,Africa,2022,7,,2022,12,
Drought,China,Eastern Asia,Asia,2022,1,,2022,12,
Drought,Burkina Faso,Sub-Saharan Africa,Africa,2022,,,2022,11,
Drought,Cameroon,Sub-Saharan Africa,Africa,2022,,,2022,11,
Drought,Central African Republic,Sub-Saharan Africa,Africa,2022,,,2022,11,
Drought,Congo,Sub-Saharan Africa,Africa,2022,,,2022,11,
Drought,Malawi,Sub-Saharan Africa,Africa,2022,,,2022,11,
Drought,Mali,Sub-Saharan Africa,Africa,2022,,,2022,11,
Drought,Nigeria,Sub-Saharan Africa,Africa,2022,,,2022,11,
Drought,Sudan,Northern Africa,Africa,2022,,,2022,11,
Drought,Uruguay,Latin America and the Caribbean,Americas,2022,10,,2023,4,
Drought,Honduras,Latin America and the Caribbean,Americas,2023,1,,2023,7,
Drought,Spain,Southern Europe,Europe,2023,1,,2024,2,
Drought,Italy,Southern Europe,Europe,2023,,,2024,,
