Disaster_Type,Country,Subregion,Region,Start Date,End Date
Storm,New Caledonia,Melanesia,Oceania,2003-03-13,2003-03-13
Epidemic,New Caledonia,Melanesia,Oceania,2003-03-04,2003-03-18
Storm,New Caledonia,Melanesia,Oceania,2021-03-05,2021-03-07
