Disaster_Type,Country,Subregion,Region,Start Date,End Date
Storm,Palau,Micronesia,Oceania,2012-12-02,2012-12-02
Storm,Palau,Micronesia,Oceania,2013-11-07,2013-11-07
Drought,Palau,Micronesia,Oceania,2015-10-01,2016-03-31
Epidemic,Palau,Micronesia,Oceania,2018-12-07,2019-03-17
Storm,Palau,Micronesia,Oceania,2021-04-13,2021-04-16
